,idx,pool_factor,pool_type,cross_idx,repeat_idx,loss,accuracy,consis_b,consis_ub,consis_n,consis_a,consis_a_s,robustness,with_augment,marker,blur_size
3,38,2,maxblur-3,3,7,0.35250439586704724,0.8493150472640991,0.8149706318720403,0.7404819464188667,1.0,0.6933571847711417,0.6299412637440807,0.877237856388092,False,^,3
4,49,2,maxblur-3,4,8,0.6800419222818662,0.7465753555297852,0.6477160219614948,0.6427139135858988,0.7326527708821472,0.6263823052277564,0.5627792730408425,0.6445178985595703,False,^,3
0,10,2,maxblur-4,0,9,0.6437760317647779,0.8175675868988037,0.7690367392748345,0.6965084351693422,0.9165063331730001,0.6559973132863159,0.6215671453766691,0.8294180631637573,False,D,4
1,20,2,maxblur-4,1,9,1.4320261168789554,0.7077922224998474,0.7098495155638013,0.6481058283633391,0.7840225383082526,0.6220348481948774,0.6356764928193499,0.5673090219497681,False,D,4
2,26,2,maxblur-4,2,5,0.3846061809857687,0.8933333158493042,0.8500859870722883,0.8821243753509762,0.9847171745410492,0.8629702210264869,0.7154547996035275,0.6951750914255778,False,D,4
3,36,2,maxblur-4,3,5,0.06485670927452715,0.9726027250289916,0.9507463249917978,0.8993245468199086,0.9950932144091098,0.8819343284085702,0.906399435574486,0.8982565701007843,False,D,4
4,49,2,maxblur-4,4,8,0.6280141227865872,0.6232876777648926,0.7534412826163329,0.7801809953943535,0.7232572926737916,0.7905175245328699,0.7836252725588743,0.4611512670914332,False,D,4
0,5,2,maxblur-5,0,4,0.5232185656959946,0.8175675868988037,0.8079090221947365,0.7425856395310269,0.9030268673125816,0.7130414748244489,0.7127911770768914,0.7819456458091736,False,p,5
1,12,2,maxblur-5,1,1,1.0362394382427265,0.6558441519737244,0.7184635470349756,0.6315710313257829,0.9121775578918436,0.5777462500151576,0.5247495361781077,0.6489887634913126,False,p,5
2,30,2,maxblur-5,2,9,0.3273631461461385,0.8799999952316284,0.8384629069560576,0.792803119157799,1.0,0.7541193025299712,0.6769258139121153,0.9479834834734598,False,p,5
3,33,2,maxblur-5,3,2,0.053283260548359725,0.9726027250289916,0.9644359664480388,0.9468846964208744,0.9971894861230878,0.9377500670887592,0.93168244677299,0.9718489944934844,False,p,5
4,46,2,maxblur-5,4,5,0.2390572273567932,0.91780823469162,0.8367608246883902,0.8452472422787821,0.8612860423725616,0.8423348258934669,0.8122356070042187,0.7342976729075114,False,p,5
0,2,2,maxblur-6,0,1,0.6634673943390718,0.7635135054588318,0.7556059460821365,0.650416983338921,0.8979591836734693,0.6048337648629939,0.6132527084908037,0.7857345740000407,False,h,6
1,16,2,maxblur-6,1,5,1.0675544645879176,0.7077922224998474,0.7343860372431801,0.6102967133010051,0.910412973270116,0.5527296557621729,0.5583591012162441,0.5928813715775808,False,h,6
2,29,2,maxblur-6,2,8,0.3260401837031047,0.8466666936874391,0.8137596258926982,0.7004519153533932,0.9989099832544058,0.6447295650803141,0.6286092685309906,0.8934225241343179,False,h,6
3,32,2,maxblur-6,3,1,0.4179296073031752,0.8424657583236694,0.7935578841011437,0.7934687452312684,0.974165338350449,0.7606568319027216,0.6129504298518383,0.8451964855194092,False,h,6
4,49,2,maxblur-6,4,8,0.6256801739130935,0.7465753555297852,0.7263726660104929,0.7688020767798134,0.8554908092131432,0.7530606445476741,0.5972545228078427,0.7636612057685852,False,h,6
0,9,2,maxblur-7,0,8,0.5325114614254719,0.8716216087341309,0.8187343961153486,0.7629960289633232,0.9008680913442818,0.7376078231028906,0.7366007008864153,0.8615768353144327,False,*,7
1,11,2,maxblur-7,1,0,1.3849091878185025,0.6168830990791321,0.7202693602693602,0.6240189403892652,0.8856098398955541,0.5738416578752714,0.5549288806431664,0.5518571933110555,False,*,7
2,27,2,maxblur-7,2,6,0.0446297217408816,0.9866666793823242,0.9831103881984508,0.9454280667334856,1.0,0.9352394449215786,0.9662207763969016,0.8970457116762797,False,*,7
3,32,2,maxblur-7,3,1,0.2254289057973313,0.9109588861465454,0.888171743302528,0.8498841226113953,1.0,0.8226252292748457,0.7763434866050559,0.9079103767871856,False,*,7
4,46,2,maxblur-7,4,5,0.2918717122241242,0.8835616707801819,0.8796066441941695,0.8885087289539979,0.9261136806408437,0.8816802083152101,0.8330996077474953,0.8972134192784628,False,*,7
0,9,3,max,0,8,1.1166417002677915,0.8243243098258972,0.8097700359605121,0.7672854075199029,0.7964509035937607,0.7619147790868652,0.8230891683272635,0.7085504134496053,False,$M$,0
1,13,3,max,1,2,2.2280956019054763,0.6103895902633667,0.682267573696145,0.6717813149450182,0.7284518655947226,0.6609110047180927,0.6360832817975675,0.5304637749989828,False,$M$,0
2,25,3,max,2,4,0.9837069125970204,0.8133333325386047,0.7692496674884151,0.6025686136523575,0.994126334635141,0.5294644867169529,0.5443730003416891,0.6756049593289694,False,$M$,0
3,36,3,max,3,5,0.34160541212313794,0.9041095972061156,0.7996870109546166,0.6549548850105437,0.9939028108042194,0.5934067961835591,0.6054712111050139,0.8113540709018707,False,$M$,0
4,48,3,max,4,7,0.8755146542640582,0.7328767180442809,0.8052006120416584,0.9010932721507859,0.6495974403419073,0.9467613132209406,0.9608037837414096,0.5169055859247843,False,$M$,0
0,3,3,avg,0,2,0.9358272004771876,0.837837815284729,0.8669346526489383,0.8991590876811487,0.7662394924299686,0.9236353302849468,0.9676298128679082,0.6636670728524526,False,$A$,-1
1,11,3,avg,1,0,1.478801204012586,0.7077922224998474,0.7226853569710713,0.6563382798821179,0.8315343915343915,0.6227328876214517,0.6138363224077511,0.5994629661242167,False,$A$,-1
2,26,3,avg,2,5,0.1964328803618749,0.9133333563804626,0.8488011227737255,0.7421923314780458,0.9865470472124092,0.6965711185660035,0.7110551983350418,0.8585366209348043,False,$A$,-1
3,36,3,avg,3,5,0.2629080720960277,0.8698630332946777,0.8132576120503687,0.8070081502363506,0.9531097116610197,0.7804781991848122,0.6734055124397178,0.8266272842884064,False,$A$,-1
4,47,3,avg,4,6,0.5605690479278564,0.7465753555297852,0.7135366310416613,0.7378038713845764,0.6808382764117171,0.7481480075561187,0.7462349856716054,0.5785832007726034,False,$A$,-1
0,1,3,maxblur-3,0,0,0.5645562410354614,0.7972972989082336,0.7713987952083191,0.6739270876882726,0.9070924666162762,0.6309912634355456,0.6357051238003619,0.7867923180262247,False,^,3
1,16,3,maxblur-3,1,5,1.177591998855789,0.7207792401313782,0.7576004947433519,0.6395469099331761,0.9259754002611146,0.5846053836554383,0.5892255892255892,0.6352977057298025,False,^,3
2,30,3,maxblur-3,2,9,0.10974000218634804,0.959999978542328,0.9009863804384352,0.8433019498290434,1.0,0.814046303633443,0.8019727608768704,0.9701488614082336,False,^,3
3,33,3,maxblur-3,3,2,0.060939425679102335,1.0,0.9782940064630206,0.9314721559619521,1.0,0.9190284809576004,0.9565880129260408,0.9705882370471954,False,^,3
4,46,3,maxblur-3,4,5,0.27551648592295713,0.9109588861465454,0.8610595753452897,0.7892664608805608,0.9231231545114844,0.7649600024463012,0.7989959961790948,0.7670538624127706,False,^,3
0,7,3,maxblur-4,0,6,0.3745014651401623,0.8783783912658691,0.8904349618635333,0.8775928723475777,0.8792459744840698,0.8772884647930319,0.9016239492429968,0.8271289269129435,False,D,4
1,14,3,maxblur-4,1,3,0.7211893483415827,0.8181818127632141,0.8122696351267781,0.6955399665393533,0.9126118326118328,0.6539021405663714,0.7119274376417235,0.6943033933639526,False,D,4
2,21,3,maxblur-4,2,0,0.3099102751413981,0.8600000143051147,0.8021450174092053,0.6864830571727122,1.0,0.6279492033967737,0.6042900348184106,0.8704177339871725,False,D,4
3,40,3,maxblur-4,3,9,0.09311075212612543,0.9931507110595704,0.9936356958489756,0.9697835319356656,1.0,0.9642966541030116,0.987271391697951,0.9884910583496094,False,D,4
4,42,3,maxblur-4,4,1,0.400077465870609,0.8219178318977356,0.8455146463194754,0.8491264799242536,0.9476222413848168,0.8312410603239977,0.7434070512541339,0.7520921329657236,False,D,4
0,2,3,maxblur-5,0,1,0.4208358880635855,0.837837815284729,0.8996226436702626,0.8047740596336708,0.8784214022309259,0.7912124006387798,0.9208238851095992,0.7615168293317159,False,p,5
1,14,3,maxblur-5,1,3,1.107139661327585,0.701298713684082,0.7962921734350306,0.7730833782335927,0.9330337387480244,0.7424023627896482,0.6595506081220367,0.6583397885163625,False,p,5
2,26,3,maxblur-5,2,5,0.04098248795916637,0.993333339691162,0.9676609539623238,0.8757961387271732,0.9997232599972324,0.8526588501013053,0.9355986479274152,0.8340661724408468,False,p,5
3,33,3,maxblur-5,3,2,0.13241632466446862,0.965753436088562,0.950978598865923,0.9318969356075106,1.0,0.919530394502992,0.9019571977318458,0.9616368412971495,False,p,5
4,50,3,maxblur-5,4,9,0.3557785639207657,0.8835616707801819,0.8455088394726222,0.8299890860187705,0.9614599574358128,0.8061158587282079,0.7295577215094318,0.8016890486081442,False,p,5
0,1,3,maxblur-6,0,0,0.3817834435282527,0.8783783912658691,0.8741210288829335,0.7470833873178828,0.9282049520144756,0.7137310787292518,0.8200371057513914,0.8332386016845703,False,h,6
1,20,3,maxblur-6,1,9,0.798805757002397,0.6883116960525513,0.7609977324263038,0.6964645137545199,0.9110176595890882,0.6553098182619557,0.6109778052635194,0.6917737126350403,False,h,6
2,22,3,maxblur-6,2,1,0.3315276962518692,0.8600000143051147,0.8457993409069731,0.7964550501496315,1.0,0.7584530518399718,0.691598681813946,0.8985507289568583,False,h,6
3,37,3,maxblur-6,3,6,0.1877202336510567,0.9109588861465454,0.8926488222262869,0.8382401629154876,1.0,0.8088668932658702,0.7852976444525741,0.9194373488426208,False,h,6
4,44,3,maxblur-6,4,3,0.401124554954163,0.8424657583236694,0.8589052351627804,0.943927301997803,0.8185766837678307,0.9666891789653936,0.8992337865577301,0.603335420290629,False,h,6
0,7,3,maxblur-7,0,6,0.4660879659491616,0.8918918967247009,0.9377333424952472,0.9085063176393012,0.8881044000091619,0.9122631924970253,0.9873622849813324,0.8054055770238241,False,*,7
1,16,3,maxblur-7,1,5,0.9046503576365384,0.701298713684082,0.7548491719920292,0.7040749971467323,0.8925747268604411,0.6679177599893713,0.6171236171236172,0.6178180575370789,False,*,7
2,21,3,maxblur-7,2,0,0.16171034236749013,0.9200000166893004,0.8925853446401392,0.8286035939976827,1.0,0.7966037534908561,0.7851706892802783,0.9292412598927816,False,*,7
3,33,3,maxblur-7,3,2,0.42769477261255867,0.7602739930152893,0.8192793122370587,0.7738940781612396,1.0,0.7328364811010044,0.6385586244741175,0.8273657262325287,False,*,7
4,48,3,maxblur-7,4,7,0.25166973859479985,0.91780823469162,0.9254517000995872,0.9184646179080316,0.9056677728709921,0.920788341687136,0.9452356273281824,0.8265535632769266,False,*,7
